plan_action	staging_root	sha256	source	size_bytes	filename	source_path	source_directory	dry_run_status	notes
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	00279be432b7bff33a245b2f61cc349f4090f24641f59afbdbc544259a56d738	optiplex	3318501	78475732042__A3B669D3-DB8E-4065-836F-0F10DB450751.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/78475732042__A3B669D3-DB8E-4065-836F-0F10DB450751.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0053eb3e4a4e4bdb3c79e58f7b19018afa2da738820b40857de2b3fb84d77996	optiplex	39442994	IMG_8580.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8580.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	006f1822d79b69c6f0f18b2bdd14081182245270b6d1cf0545684bdff8b1346c	optiplex	175954	IMG_7788.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7788.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	007d0c9ae94dca7c1fbe3459314bb5832aff1266e29381fbeb22854c1ff0719d	optiplex	3677307	IMG_8005.PNG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8005.PNG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	00fa37ac276901addceb064ddf8c883cdc3a5e126fb6fc9796cb4f6af89e0951	optiplex	4655322	IMG_8276.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8276.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0120508eede2203a4d4e97b665c570f62b9688cbfa3c5cb10fd5afb78d5790c6	optiplex	1757025	IMG_4584.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_4584.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0120ccc2b3f472006c6dc37c234bfdc17eb88e76fc915f53c5dbce99d099c29f	optiplex	89588	IMG_7910.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7910.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0121ac8dc3664b6a884058b0eaf81c448d8898f6063ef559e37a1f7c60b35699	optiplex	1633874	IMG_8902.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8902.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	017641e51496c176814f8b534cd56a915c3dee2adc88872c329e17cfd7f50720	optiplex	1360104	2023-07-03 103037.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2023-07-03 103037.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	01ae2d0d0d1ac2b925efbb26224863742407586acbc9a11198e9870f65e6f661	optiplex	660221	IMG_4682.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_4682.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	03204be0557e058dde4d967270fdd25b729b9c2112d51cda1e09e7844a063143	optiplex	1512885	IMG_8429.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8429.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	03277d51da83122982c6fb6dac27fbf8c0309e092371d874f47efae6872b1a51	optiplex	180024	IMG_7835.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7835.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	03324ba7916955ba7ed606f9f1f1a8689d552a72ede280f80f943425a700b63a	optiplex	53268	IMG_8462.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8462.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	035c660294fffecba52da0ee8abcc0078ea8a9aca091b14a671e686218f74dd6	optiplex	191597	P8220842.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220842.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	03cce77380ea99c2908da8806d3c3de09dda999e6ac7d3a58ae78e771011f9bb	optiplex	4453999	IMG_8506.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8506.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	05308cb03bbbdb5798ae471dfda5147631ca668ee4e62493e9526f05337d9bb5	optiplex	1773883	IMG_8966.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8966.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	054212fc49620996f86c3db49391263715e9ed083163854b46fc2d4ffc9f522a	optiplex	3133331	IMG_8403.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8403.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0549e2ad6d639d23abfc35f93bd5f843ad92193cd7d3cf57a98488b0be6ecfef	optiplex	2605476	2022-02-11 131626.heic	/home/remospeed/Media/Fotos/Fotos/Work/2022-02-11 131626.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	058b88d263fef9fdfc3cc8c268da4039fcb1a6f00391373870dad85dcc460809	optiplex	2003009	IMG_8274.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8274.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0606c070270372bb1b0e1e5a7a9a5d8a04e6c7b4eca4886b5bac98f0bbd2eaa5	optiplex	1632029	2021-07-30 092509.heic	/home/remospeed/Media/Fotos/Fotos/Work/2021-07-30 092509.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	062c6b1a41f61c6621d6c2aa4c97508eb007a0c301d3f0104efb6834d106cd1e	optiplex	155115	IMG_7751.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7751.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0635fa5189961d14ae8298a8ecd0cae7efbbb5d0da21d2f45e9b7228efba5870	optiplex	167245	P8120691.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8120691.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0655cf1379081ccd8224bf9382c31e83f2ce5aef62b05d3b6e14e97d379c5989	optiplex	1765563	IMG_8390.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8390.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	06bd1371fcefbddeea19539b55ef6f7e1cefe16aee6a836686af45cee46fc974	optiplex	2446929	IMG_8329.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8329.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	06c2082f757f385135abb8252cf76053b469ee0d2e5725a64e1e64d3b43e4727	optiplex	1527820	2024-11-13 202851.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2024-11-13 202851.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	06d75293da2c570cea9e3095440c9562255a5c045831058055df7fb395720d6a	optiplex	93061	IMG_7774.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7774.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0744f7dabe0ca8f351373a5e4b3d4928a2258a13c71d608d134812ecaeee3f26	optiplex	77142	95608403_122148756128967_842413974904373248_n.jpg	/home/remospeed/Media/Fotos/Fotos/Ejercicio/95608403_122148756128967_842413974904373248_n.jpg	/home/remospeed/Media/Fotos/Fotos/Ejercicio	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0745a69659f584e6fd9a4c9231e161220c5f6284881ca0f09a6b06680726f5f4	optiplex	218065334	IMG_8148.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8148.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	07519da86b9e708b4928c274528e8a1817322ec68d50d05dea276d965e4e68b0	optiplex	1632292	IMG_8339.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8339.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	075a6e5456ed3c9844e105448229c6de63064df3ba2ddf26f2f3f4cdad60b712	optiplex	3092991	IMG_8260.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8260.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0770c16f4bbd7ed4dbaa72b4cefb35d37cad9e808d9fb3f1383f0a7b4dd619d6	optiplex	1966141	2022-04-11 133249.heic	/home/remospeed/Media/Fotos/Fotos/2022-04-11 133249.heic	/home/remospeed/Media/Fotos/Fotos	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	080b2547bbd2b515b19d20dcc4e515eaa5b3a4260380678ee7f1f7492d6a8d97	optiplex	1539291	2021-07-28 101150.heic	/home/remospeed/Media/Fotos/Fotos/Work/2021-07-28 101150.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	081e3a4f1fb4d34c22b23a29a9342ba552dc041c071063fa3788b77c3c3b0154	optiplex	185152	IMG_8169.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8169.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0822a32e389ca35e50eef22ee66ea5fd69f2ee91ea7ed8e1290cf86b9aaf5ae8	optiplex	104469	IMG_8458.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8458.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	084b21ff140bcfd558b30906fb60b5785f49d34e2050fe7ffe7c638c8be57f5c	optiplex	2337779	2022-02-11 110140.heic	/home/remospeed/Media/Fotos/Fotos/Work/2022-02-11 110140.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0861bed9e22ba65ce307e802ac708d9f4c24d49350c8a500f282b734f3f87d61	optiplex	1854425	2022-12-10 125305.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2022-12-10 125305.mov	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	08778b07245dd3400979913bac80c3e728caa926125a4eb992874dd294b165ad	optiplex	191705	P8220824.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220824.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	088e914dfb9498c85e821718e1738fa7c3d9094f5362d9c7adffcafcd1ec6939	optiplex	257301	IMG_7851.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7851.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	08e738519bfa8b4c822ec99a30cfcc9b1a05f5b40a0115be39bb6ee1dd7faf1f	optiplex	157505	P8120689.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8120689.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0914e21cd5436cbe9f36d961c8f5350ac482328d3cdd0d321baaba3e84477486	optiplex	1939616	IMG_4590.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_4590.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0944d312c6add10eed12dbc8f6fb8ae338dbc219627f899c8c8d04d6b2254348	optiplex	144046	P8170767.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8170767.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	09510dc2ae1a885ecf0eb0fb84b09256454c3341d36bb97d533445595fe48d07	optiplex	1718148	2021-12-11 144757.heic	/home/remospeed/Media/Fotos/Fotos/Food/2021-12-11 144757.heic	/home/remospeed/Media/Fotos/Fotos/Food	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	097fad3b6fa1e67a9edaba433f7067b15ed51e6237ef13c6593937a72f98419b	optiplex	79666	2024-06-07 163102.jpg	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2024-06-07 163102.jpg	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	09f01f98f9e0566c7f81dbb3cfe950bdf35c242190bdc2b6c754698204d01013	optiplex	480720	457825971_1238938923911198_341944347499684756_n.jpg	/home/remospeed/Media/Fotos/Fotos/Cali/457825971_1238938923911198_341944347499684756_n.jpg	/home/remospeed/Media/Fotos/Fotos/Cali	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a064ad60cd94559c5bfe9563444d142b4d6426ec8b6ef7e767b09638de31f73	optiplex	2272117	IMG_8512.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8512.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a2c508233dc769191da99897ccaa403c904d946364b018bc2655cd72d589ce4	optiplex	72156	96376207_122148516128991_3440930705800953856_n.jpg	/home/remospeed/Media/Fotos/Fotos/Ejercicio/96376207_122148516128991_3440930705800953856_n.jpg	/home/remospeed/Media/Fotos/Fotos/Ejercicio	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a3239ff7ec67f19cc7b66eeb1e4a9dc99824d548cdc4ed3509315daf77ab0b1	optiplex	163577	P8220829.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220829.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a424b12a66afe7f5724bebad07e7abe24cfb07b7e8885e6f5ccb927b5e566f5	optiplex	1950216	2022-01-24 145917.heic	/home/remospeed/Media/Fotos/Fotos/Work/2022-01-24 145917.heic	/home/remospeed/Media/Fotos/Fotos/Work	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a6d7b55e0d9088a6696f77f2d66df13ab2198278d5d5f4e0e0c05d458c2df5e	optiplex	63085007	IMG_8060.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8060.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a786072802c65741ce8d06f3655558cb9c34e1f1d342df1daf9e1740b0e83eb	optiplex	3807337	IMG_8288.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8288.MOV	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0a866b2f047c9b6a518997473be0069dae14a47b1119fe32817be9174e34aa7c	optiplex	1719712	IMG_8041.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8041.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0b0a1e4a9a0492fca81d4a0af55e81ebaf0c5947d54109feea038fc879612978	optiplex	2971002	2023-06-17 113243.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone/2023-06-17 113243.heic	/home/remospeed/Media/Fotos/Fotos/From：iPhone	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0b257a4becd82f1a8cce4c22078d63fed5361078dbcfec5802243d709a31133d	optiplex	211637	P8220845.JPG	/home/remospeed/Media/Fotos/Fotos/2005/P8220845.JPG	/home/remospeed/Media/Fotos/Fotos/2005	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0b3c5801f5cf51b9a80c48dcd7fc18cef35a6f875a9c9c7cecbdf51cd3ae1f3f	optiplex	1352139	2019-02-18 114232.jpg	/home/remospeed/Media/Fotos/Fotos/Rocket Stove/2019-02-18 114232.jpg	/home/remospeed/Media/Fotos/Fotos/Rocket Stove	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0b6ff52ca2df9c7b9ebc8a80e2b89b2431f1e0359a99b455cf1099d7377dd0c3	optiplex	1838668	IMG_8859.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_8859.HEIC	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
stage_optiplex_unique_for_bosgame_review	/srv/storage/PROJECT_DATA/INFRASTRUCTURE_REORGANIZATION/staging/photo_review/from_optiplex_unique_sha256	0c162cbd9b1f1f277fd3a890e7cf712857e8d4304aeb6a7b542c808b86a84c6b	optiplex	434786	IMG_7865.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents/IMG_7865.JPG	/home/remospeed/Media/Fotos/iPhone/omer’s iPhone/Recents	planned_only_no_copy	candidate_for_manual_review_no_migration_approved
