unit_candidate_id	product_title	artist_name	artist_entity_type	candidate_title	existing_recording_id	existing_song_id	review_reason	matched_entity_type	matched_entity_id	matched_authority_name	recovery_status	target_primary_group_id	target_primary_performer_id	unit0148_status
UNIT0113-03-009	USB - Colección 100 Exitos de La Sonora Matancera	La Sonora Matancera	group	Quedé Zaina	REC005558	SONG004214	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	group	GRP0286	La Sonora Matancera	artist_authority_now_exists	GRP0286		safe_primary_artist_update
UNIT0113-06-001	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	A Mi Dios Todo le Debo	REC005560	SONG004215	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-002	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	Confundido	REC005561	SONG004216	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-003	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	El Arbol	REC005562	SONG004217	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-004	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	El Caminante	REC005563	SONG004218	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-005	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	El Centurión de la Noche	REC005564	SONG004219	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-006	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	El Cocinero Mayor	REC005565	SONG004220	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-007	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	El Son del Caballo	REC005566	SONG004221	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-008	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	La Maestranza # 1	REC005567	SONG004222	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-009	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	Por Ti No Moriré	REC005568	SONG004223	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-06-010	USB - Colección 100 Exitos del Siglo | Joe Arroyo	Joe Arroyo	performer	Teresa Vuelve	REC005569	SONG004224	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000344	Joe Arroyo	artist_authority_now_exists		PER000344	safe_primary_artist_update
UNIT0113-07-001	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Cosas Como Tu	REC005590	SONG004244	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-07-004	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Mis Flores Negras	REC005593	SONG004246	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-07-005	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Ojos Negros	REC005594	SONG004247	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-07-006	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Perdón	REC005595	SONG004248	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-07-008	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Prisionero de Tus Brazos	REC005597	SONG004249	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-07-009	USB - Colección Homenaje a Toño Fuentes	Toño Fuentes	performer	Pueblito Viejo	REC005598	SONG004250	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000346	Toño Fuentes	artist_authority_now_exists		PER000346	safe_primary_artist_update
UNIT0113-14-001	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Solo Un Cigarro	REC005690	SONG004328	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-002	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Tempestad	REC005691	SONG004329	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-005	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Golpe con Golpe	REC005694	SONG004330	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-006	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Fue Por Una Cerveza	REC005695	SONG004331	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-007	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Añoranza Febril	REC005696	SONG004332	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-008	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Brisas del Valle	REC005697	SONG004333	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
UNIT0113-14-009	USB - Colección 100 Exitos de Pastor López	Pastor López	performer	Cállate Corazón	REC005698	SONG004334	recording_title_exists;song_title_exists;source_tracklist_partial_or_estimated;artist_not_matched_to_authority	performer	PER000345	Pastor López	artist_authority_now_exists		PER000345	safe_primary_artist_update
