song_id	group_id	relationship_type	source_id	confidence	review_status
SONG000556	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000558	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000577	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000591	GRP0222	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000592	GRP0223	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000595	GRP0224	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000604	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000623	GRP0212	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000672	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000675	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000678	GRP0225	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000708	GRP0226	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000830	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000840	GRP0227	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000889	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000917	GRP0212	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000951	GRP0228	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000965	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG000982	GRP0229	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001002	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001012	GRP0217	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001027	GRP0220	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001100	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001138	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001188	GRP0230	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001274	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001280	GRP0210	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001282	GRP0231	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001311	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001375	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001398	GRP0232	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001401	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001432	GRP0216	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001467	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001526	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001541	GRP0229	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001548	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001555	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001591	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001604	GRP0233	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001635	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001636	GRP0234	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001658	GRP0230	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001662	GRP0232	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001697	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001701	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001717	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001722	GRP0235	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001725	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001734	GRP0212	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001743	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001762	GRP0233	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001779	GRP0236	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001782	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001791	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001798	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001802	GRP0207	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001811	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001825	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001830	GRP0222	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001859	GRP0207	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001861	GRP0237	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001886	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001946	GRP0229	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001951	GRP0238	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001971	GRP0237	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG001999	GRP0239	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002057	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002057	GRP0240	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002095	GRP0204	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002108	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002116	GRP0239	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002128	GRP0241	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002130	GRP0212	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002162	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002173	GRP0242	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002193	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002215	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002217	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002223	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002294	GRP0230	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002312	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002313	GRP0225	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002320	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002352	GRP0215	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002353	GRP0243	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002354	GRP0243	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002355	GRP0243	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002363	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002373	GRP0237	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002378	GRP0236	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002436	GRP0224	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002463	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002550	GRP0237	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002552	GRP0236	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002615	GRP0228	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002632	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002646	GRP0227	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002647	GRP0244	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002648	GRP0227	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002649	GRP0245	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002650	GRP0244	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002654	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002683	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002686	GRP0207	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002706	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002726	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002773	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002790	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002816	GRP0223	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002834	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002882	GRP0236	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG002985	GRP0240	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003001	GRP0216	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003004	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003038	GRP0234	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003141	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003165	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003197	GRP0204	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003218	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003229	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003263	GRP0215	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003266	GRP0241	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003272	GRP0215	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003308	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003350	GRP0230	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003372	GRP0206	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003373	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003401	GRP0246	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003411	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003421	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003437	GRP0210	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003450	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003543	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003545	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003591	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003615	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003619	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003620	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003627	GRP0231	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003650	GRP0247	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003717	GRP0248	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003735	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003742	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003761	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003765	GRP0213	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003805	GRP0204	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003818	GRP0219	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003820	GRP0210	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003860	GRP0204	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003889	GRP0221	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003981	GRP0229	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG003989	GRP0248	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004014	GRP0205	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004022	GRP0246	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004030	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004033	GRP0218	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004053	GRP0214	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004129	GRP0211	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004132	GRP0243	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004160	GRP0208	derived_from_recovered_recording_group	SRC0001	medium-high	staged
SONG004164	GRP0209	derived_from_recovered_recording_group	SRC0001	medium-high	staged
